cust_no,shouxin_date,fpd4,if_t4,istrans,basic_lr_score,k3dq_jst_re_score,k3dq_basic_mix_score,k3dq_xgb_add_score,k3dq_bc1_score,k3dq_bc2_score,k3dq_v2new_score,k3dq_xgblr_score,k3dq_xgbkmos_score,k3dq_xgbkmos_flag,k3dq_v3m3k11_score,k3dq_transkmos_score,ali_rain_score,bj_jc_m36_consume_cnt,credit_repayment_score_bj_2,td_xyf_dq_score,td_zhixin_score,hds_36m_purchase_steady,hds_36m_total_purchase_cnt,hds_36m_month_max_purchase_money_excp_doub11_12,hds_36m_doub11_12_total_purchase_money,hds_phone_rich_rank,hds_mobile_rich,hds_mobile_reli_rank,hds_recent_consumme_active_rank,ab_local_ratio,ab_mobile_cnt,app_type,cust_gender,cust_id_area,cust_work_city,idcard_district_grade,idcard_rural_flag,immediate_relation_cnt,operation_sys,relation_contact_cnt,study_app_cnt,selffill_degree,selffill_is_have_creditcard,selffill_marital_status,ab_local_cnt,ab_prov_cnt,hds_mobile_reli_rank_Ma,hds_mobile_reli_rank_Mb,hds_mobile_reli_rank_M0,is_ios,is_male,shouxin_month,data_parts,set
160058096774,2020-07-22,0,1,1,,,,,,,,,,,,,56.5,5.0,493.0,17.7,635.0,0.2047724362458622,7.0,56.0,0.0,1.0,0.0,Mb,3.0,0.96,48.0,android,女,510182.0,510182.0,,,1.0,android,6.0,0.0,10.0,1.0,10.0,46.0,3.0,0,1,0,0.0,0.0,2020-07,1.0,1train
160058144663,2020-07-23,0,1,1,,,,,,,,,,,,,73.76,4.0,517.0,12.200000000000001,575.0,0.2954580527993804,11.0,29.99,0.0,2.0,0.0,Mb,1.0,0.84,91.0,android,女,431228.0,431227.0,2.0,1.0,6.0,android,8.0,1.0,10.0,1.0,20.0,84.0,7.0,0,1,0,0.0,0.0,2020-07,2.0,1train
160059083463,2020-08-09,0,1,1,,,,,,,,,,,,,27.26,,659.0,5.1000000000000005,639.0,,0.0,0.0,0.0,,0.0,Ma,1.0,0.86,201.0,android,男,370403.0,370403.0,3.0,0.0,2.0,android,7.0,0.0,20.0,1.0,20.0,185.0,8.0,1,0,0,0.0,1.0,2020-08,1.0,1train
160060136820,2020-08-29,0,1,1,,,,,,,,,,,,,77.31,,426.0,11.700000000000001,651.0,,,,,,0.0,M0,,1.0,3.0,android,男,441224.0,440605.0,4.0,0.0,0.0,android,0.0,0.0,5.0,0.0,10.0,3.0,1.0,0,0,1,0.0,1.0,2020-08,1.0,1train
160060165563,2020-08-29,0,1,1,,,,,,,,,,,,,61.32,28.0,611.0,5.8,602.0,0.6753187502005019,67.0,202.8,107.8,1.0,0.0,Ma,5.0,0.91,340.0,android,女,522224.0,520623.0,,,42.0,android,44.0,2.0,30.0,0.0,10.0,317.0,16.0,1,0,0,0.0,0.0,2020-08,1.0,1train
160060595150,2020-09-20,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,64.07,4.0,589.0,8.3,522.0,0.0,3.0,69.0,0.0,1.0,0.0,Ma,1.0,0.87,101.0,android,女,430902.0,430902.0,1.0,0.0,4.0,android,5.0,0.0,20.0,0.0,10.0,96.0,5.0,1,0,0,0.0,0.0,2020-09,2.0,1train
160060830599,2020-09-10,0,1,1,-99.0,0.023711000000000003,-99.0,,,,,,,,,,73.9,3.0,734.0,7.5,540.0,,,,,,,-99,,0.31,91.0,android,女,522327.0,441900.0,,,9.0,android,16.0,3.0,5.0,1.0,20.0,30.0,7.0,0,0,0,0.0,0.0,2020-09,2.0,1train
160061120423,2020-09-16,0,1,1,-99.0,-99.0,-99.0,,-99.0,-99.0,,,,,,,89.09,7.0,554.0,7.2,607.0,0.5321272067859293,19.0,78.0,79.0,1.0,0.0,Ma,1.0,0.89,25.0,android,女,130634.0,130634.0,2.0,1.0,3.0,android,5.0,0.0,10.0,0.0,20.0,24.0,2.0,1,0,0,0.0,0.0,2020-09,2.0,1train
160061823275,2020-10-01,0,1,1,0.04508428732450452,0.2644,-99.0,0.021963194,0.044974,0.057033000000000014,,,,,,,75.26,3.0,348.0,8.3,628.0,0.7091620036033011,4.0,298.0,0.0,2.0,0.0,Ma,1.0,1.0,11.0,android,男,410423.0,410423.0,2.0,0.0,4.0,android,4.0,1.0,5.0,1.0,10.0,11.0,1.0,1,0,0,0.0,1.0,2020-10,1.0,1train
160062393583,2020-10-13,0,1,1,0.04538393927157981,0.3651,-99.0,0.14572735,0.055795,0.055216,,,,,,,98.28,2.0,531.0,14.0,587.0,,2.0,0.0,0.0,1.0,0.0,Ma,1.0,0.81,14.0,android,男,450902.0,440307.0,,,3.0,android,5.0,0.0,20.0,1.0,20.0,13.0,2.0,1,0,0,0.0,1.0,2020-10,2.0,1train
160062461757,2020-10-14,0,1,1,0.05239031369767709,0.2756,-99.0,0.029400948,0.018336,0.016946,,,,,,,91.9,5.0,525.0,7.9,676.0,0.9402389723031176,6.0,138.0,53.9,1.0,0.0,Ma,1.0,0.83,67.0,android,男,420112.0,420100.0,1.0,1.0,3.0,android,11.0,2.0,20.0,0.0,10.0,60.0,6.0,1,0,0,0.0,1.0,2020-10,1.0,1train
160063482938,2020-10-28,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,74.7,15.0,516.0,5.3,671.0,0.9182431570412956,26.0,339.1,330.24,2.0,1.0,Ma,1.0,0.19,67.0,android,男,431126.0,440307.0,1.0,0.0,0.0,android,9.0,1.0,5.0,0.0,10.0,16.0,7.0,1,0,0,0.0,1.0,2020-10,1.0,1train
160063959499,2020-11-04,0,1,1,0.013342143668538151,0.241,-99.0,0.015419731,0.011918000000000002,0.010728,-99.0,,,,,,61.92,1.0,591.0,6.999999999999999,596.0,0.0,1.0,398.0,0.0,1.0,0.0,Ma,2.0,0.94,332.0,ios,男,622801.0,621002.0,,,47.0,iOS,50.0,0.0,30.0,1.0,20.0,317.0,8.0,1,0,0,1.0,1.0,2020-11,2.0,1train
160064114653,2020-11-07,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,69.7,5.0,564.0,12.0,594.0,1.154989455185433,9.0,136.88,0.0,2.0,1.0,Ma,2.0,0.93,78.0,android,男,421122.0,420111.0,4.0,1.0,6.0,android,8.0,0.0,5.0,0.0,20.0,74.0,4.0,1,0,0,0.0,1.0,2020-11,2.0,1train
160065232680,2020-11-23,0,1,1,0.0018500796557836773,0.2121,-99.0,0.012334335,0.01522,0.011718,0.028763,0.010543,,,,,68.12,7.0,585.0,2.9,778.0,0.6117374788887882,18.0,49.0,0.0,1.0,0.0,Ma,1.0,0.82,695.0,android,女,130430.0,130430.0,3.0,0.0,11.0,android,24.0,2.0,15.0,1.0,20.0,600.0,12.0,1,0,0,0.0,0.0,2020-11,2.0,1train
160065276101,2020-11-24,0,1,1,0.02178869100144968,0.2527,-99.0,0.029189287,0.033667,0.010398,0.046787,0.0157,,,,,87.35,10.0,508.0,9.1,598.0,0.8725138387263786,29.0,237.0,0.0,2.0,1.0,Ma,2.0,0.71,182.0,ios,女,510603.0,510603.0,,,10.0,iOS,16.0,0.0,15.0,0.0,20.0,131.0,13.0,1,0,0,1.0,0.0,2020-11,2.0,1train
160065553627,2020-11-28,0,1,1,0.050437767604974655,0.2511,-99.0,0.020794773,0.024787,0.017063,0.036102,0.011826,,,,,61.68,11.0,585.0,4.4,722.0,1.106465910071279,17.0,297.0,228.9,1.0,0.0,Ma,1.0,0.87,62.0,ios,男,420984.0,420984.0,3.0,1.0,2.0,iOS,3.0,0.0,10.0,0.0,10.0,54.0,6.0,1,0,0,1.0,1.0,2020-11,2.0,1train
160065884945,2020-12-03,0,1,1,0.04263467755328759,0.282,-99.0,0.01268884,0.022197,0.020159,0.026762,0.018483000000000003,,,,,45.96,,580.0,8.0,655.0,,,,,,0.0,M0,,0.88,296.0,android,男,511621.0,511621.0,,,16.0,android,20.0,0.0,15.0,0.0,20.0,267.0,10.0,0,0,1,0.0,1.0,2020-12,1.0,1train
160066422280,2020-12-09,0,1,1,0.034171015543657604,0.2734,-99.0,0.010503384,0.013746,0.014524,0.020833,0.020003,,,,,74.84,,572.0,6.7,702.0,,,,,,0.0,M0,,0.88,161.0,android,男,411403.0,411402.0,3.0,0.0,5.0,android,15.0,0.0,20.0,1.0,10.0,152.0,7.0,0,0,1,0.0,1.0,2020-12,2.0,1train
160028510428,2020-09-22,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,91.55,4.0,530.0,9.5,537.0,0.4156622005474975,5.0,98.0,0.0,1.0,0.0,Ma,2.0,0.34,45.0,android,男,421182.0,330110.0,4.0,1.0,2.0,android,4.0,1.0,5.0,0.0,10.0,16.0,5.0,1,0,0,0.0,1.0,2020-09,1.0,1train
160039382366,2020-07-12,0,1,1,,,,,,,,,,,,,56.75,9.0,614.0,8.1,531.0,0.8421543083983279,9.0,399.0,0.0,1.0,1.0,Ma,1.0,0.93,53.0,android,女,320826.0,320826.0,2.0,0.0,0.0,android,6.0,1.0,5.0,0.0,20.0,52.0,2.0,1,0,0,0.0,0.0,2020-07,1.0,1train
160050706960,2020-01-12,0,1,1,,,,,,,,,,,,,42.84,,487.0,13.299999999999999,564.0,,,,,,0.0,M0,,0.93,86.0,android,男,411023.0,410100.0,3.0,0.0,2.0,android,4.0,0.0,5.0,0.0,10.0,81.0,4.0,0,0,1,0.0,1.0,2020-01,2.0,1train
160050863493,2020-01-17,0,1,1,,,,,,,,,,,,,89.31,1.0,610.0,3.4,665.0,0.0,1.0,39.0,0.0,1.0,0.0,Ma,1.0,0.88,198.0,android,男,430421.0,430421.0,2.0,0.0,8.0,android,10.0,1.0,20.0,1.0,20.0,191.0,5.0,1,0,0,0.0,1.0,2020-01,2.0,1train
160051887844,2020-03-03,0,1,1,,,,,,,,,,,,,26.51,4.0,589.0,10.8,692.0,0.4252509839970812,16.0,19.8,0.0,1.0,0.0,Ma,1.0,0.85,137.0,android,女,130121.0,130121.0,1.0,0.0,8.0,android,12.0,1.0,5.0,1.0,20.0,126.0,7.0,1,0,0,0.0,0.0,2020-03,2.0,1train
160053703435,2020-04-16,0,1,1,,,,,,,,,,,,,45.54,9.0,548.0,17.4,575.0,0.6913801567404192,11.0,159.0,0.0,1.0,0.0,Ma,1.0,0.69,81.0,ios,女,352202.0,610113.0,3.0,1.0,6.0,iOS,10.0,0.0,10.0,1.0,10.0,56.0,8.0,1,0,0,1.0,0.0,2020-04,2.0,1train
160054128973,2020-04-27,0,1,1,,,,,,,,,,,,,86.68,4.0,505.0,9.1,611.0,0.05952380952380953,5.0,89.0,0.0,1.0,0.0,Ma,1.0,0.58,226.0,ios,男,130322.0,451229.0,1.0,0.0,3.0,iOS,8.0,0.0,10.0,0.0,10.0,133.0,15.0,1,0,0,1.0,1.0,2020-04,1.0,1train
160054512230,2020-05-06,0,1,1,,,,,,,,,,,,,88.1,2.0,485.0,6.8999999999999995,607.0,0.55902004454343,2.0,35.0,0.0,1.0,0.0,Ma,1.0,0.45,72.0,android,男,340604.0,3406.0,2.0,1.0,3.0,android,5.0,0.0,20.0,1.0,20.0,44.0,4.0,1,0,0,0.0,1.0,2020-05,2.0,1train
160055237779,2020-09-22,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,76.45,1.0,525.0,15.100000000000001,554.0,0.0,3.0,68.0,0.0,1.0,0.0,Ma,1.0,0.44,91.0,android,男,232103.0,211402.0,,,4.0,android,6.0,1.0,5.0,1.0,20.0,44.0,7.0,1,0,0,0.0,1.0,2020-09,1.0,1train
160055706706,2020-06-07,0,1,1,,,,,,,,,,,,,70.45,,536.0,8.6,627.0,,,,,,0.0,M0,,0.56,265.0,android,男,360429.0,330921.0,2.0,0.0,6.0,android,15.0,0.0,5.0,1.0,20.0,159.0,15.0,0,0,1,0.0,1.0,2020-06,1.0,1train
160056144113,2020-09-12,0,1,1,-99.0,-99.0,-99.0,,-99.0,-99.0,,,,,,,40.96,2.0,588.0,4.7,597.0,0.14537444933920696,2.0,13.0,0.0,1.0,0.0,Ma,1.0,0.91,224.0,android,男,422103.0,421102.0,,,3.0,android,5.0,0.0,20.0,1.0,20.0,205.0,13.0,1,0,0,0.0,1.0,2020-09,2.0,1train
160056992496,2020-07-02,0,1,1,,,,,,,,,,,,,16.01,1.0,717.0,7.4,681.0,0.0,1.0,59.9,0.0,1.0,0.0,Ma,1.0,0.17,58.0,ios,男,350582.0,330402.0,4.0,1.0,1.0,iOS,8.0,0.0,5.0,1.0,20.0,10.0,13.0,1,0,0,1.0,1.0,2020-07,1.0,1train
160057260383,2020-07-07,0,1,1,,,,,,,,,,,,,35.02,9.0,609.0,5.2,711.0,1.4666274281274214,9.0,292.0,0.0,1.0,0.0,Ma,1.0,0.4,46.0,android,男,410782.0,410700.0,3.0,0.0,1.0,android,4.0,0.0,10.0,0.0,10.0,20.0,6.0,1,0,0,0.0,1.0,2020-07,2.0,1train
160057596280,2020-07-13,0,1,1,,,,,,,,,,,,,94.26,,434.0,32.5,596.0,,,,,,0.0,M0,,0.0,2.0,android,男,450921.0,440608.0,,,0.0,android,0.0,1.0,10.0,0.0,10.0,0.0,1.0,0,0,1,0.0,1.0,2020-07,1.0,1train
160057633392,2020-07-14,0,1,1,,,,,,,,,,,,,48.68,3.0,554.0,12.7,617.0,0.21236376962937006,3.0,68.0,0.0,1.0,0.0,Ma,1.0,0.0,3.0,android,男,142303.0,141182.0,2.0,1.0,0.0,android,0.0,1.0,10.0,0.0,10.0,0.0,1.0,1,0,0,0.0,1.0,2020-07,2.0,1train
160058008933,2020-07-21,0,1,1,,,,,,,,,,,,,63.67,,779.0,3.8,686.0,,0.0,0.0,0.0,,0.0,Ma,1.0,0.57,264.0,android,男,350583.0,350583.0,1.0,0.0,3.0,android,7.0,0.0,10.0,1.0,20.0,155.0,17.0,1,0,0,0.0,1.0,2020-07,2.0,1train
160058622522,2020-08-02,0,1,1,,,,,,,,,,,,,42.39,3.0,675.0,6.999999999999999,711.0,1.0,5.0,139.0,0.0,1.0,0.0,Ma,2.0,0.5,4.0,android,男,412727.0,350100.0,4.0,0.0,0.0,android,0.0,0.0,5.0,1.0,10.0,2.0,3.0,1,0,0,0.0,1.0,2020-08,2.0,1train
160058671990,2020-08-03,0,1,1,,,,,,,,,,,,,87.59,7.0,450.0,20.1,620.0,0.5288962201972893,18.0,99.0,0.0,3.0,0.0,Ma,1.0,0.78,55.0,android,男,340321.0,340102.0,2.0,1.0,3.0,android,5.0,3.0,20.0,1.0,10.0,46.0,6.0,1,0,0,0.0,1.0,2020-08,1.0,1train
160059742344,2020-08-23,0,1,1,,,,,,,,,,,,,57.95,,556.0,10.1,654.0,,,,,,0.0,M0,,0.66,113.0,android,男,130924.0,130924.0,4.0,0.0,5.0,android,8.0,2.0,5.0,0.0,10.0,79.0,9.0,0,0,1,0.0,1.0,2020-08,1.0,1train
160060544812,2020-09-05,1,1,1,,,,,,,,,,,,,64.98,,652.0,21.4,595.0,,,,,,0.0,M0,,0.94,368.0,ios,男,440823.0,440111.0,1.0,0.0,5.0,iOS,6.0,0.0,20.0,1.0,10.0,346.0,11.0,0,0,1,1.0,1.0,2020-09,2.0,1train
160060633706,2020-09-07,0,1,1,,,,,,,,,,,,,40.14,,556.0,4.6,665.0,,,,,,0.0,M0,,0.52,111.0,android,男,430523.0,440100.0,3.0,0.0,2.0,android,6.0,0.0,10.0,1.0,10.0,59.0,6.0,0,0,1,0.0,1.0,2020-09,2.0,1train
160060942758,2020-09-12,0,1,1,-99.0,-99.0,-99.0,,-99.0,-99.0,,,,,,,98.28,,338.0,19.8,584.0,,,,,,0.0,M0,,0.97,89.0,android,男,331081.0,331081.0,3.0,1.0,3.0,android,4.0,1.0,10.0,1.0,20.0,87.0,3.0,0,0,1,0.0,1.0,2020-09,2.0,1train
160061862941,2020-10-12,0,1,1,0.012110434233595641,0.2672,-99.0,0.014435907,0.021855,0.017636000000000002,,,,,,,79.17,2.0,549.0,5.5,708.0,0.603448275862069,3.0,279.0,0.0,1.0,0.0,Ma,2.0,0.74,922.0,android,男,370811.0,610822.0,1.0,1.0,2.0,android,3.0,0.0,15.0,0.0,10.0,693.0,19.0,1,0,0,0.0,1.0,2020-10,2.0,1train
160062087269,2020-10-07,0,1,1,0.016673454183825227,0.2636,-99.0,0.008716961,0.022655,0.011299,,,,,,,47.57,,656.0,4.3,679.0,,0.0,0.0,0.0,,0.0,Ma,1.0,0.87,200.0,ios,男,510303.0,510302.0,,,10.0,iOS,11.0,0.0,30.0,1.0,20.0,176.0,16.0,1,0,0,1.0,1.0,2020-10,1.0,1train
160063564794,2020-10-30,0,1,1,0.006233024629639798,0.4229,-99.0,0.027196884,0.028173,0.016498,,,,,,,84.76,,572.0,27.2,573.0,,,,,,0.0,M0,,0.93,393.0,ios,男,130622.0,130608.0,4.0,0.0,11.0,iOS,16.0,0.0,10.0,1.0,20.0,369.0,10.0,0,0,1,1.0,1.0,2020-10,2.0,1train
160065243539,2020-11-23,0,1,1,0.06913463086925163,0.2958,-99.0,0.04141561,0.041484,0.025785,0.08012899999999999,0.053538,,,,,21.62,,481.0,15.9,563.0,,,,,,,-99,,0.72,21.0,android,男,372330.0,370000.0,2.0,0.0,1.0,android,1.0,1.0,15.0,0.0,10.0,21.0,1.0,0,0,0,0.0,1.0,2020-11,2.0,1train
160066970386,2020-12-18,0,1,1,0.005730164361799362,0.2234,-99.0,0.01031947,0.031005,0.012666,0.015985,0.031224,,,,,53.34,9.0,646.0,9.9,669.0,0.5481415183651688,19.0,128.0,0.0,1.0,0.0,Ma,1.0,0.96,590.0,ios,男,530326.0,530103.0,,,11.0,iOS,18.0,0.0,10.0,1.0,20.0,572.0,10.0,1,0,0,1.0,1.0,2020-12,2.0,1train
160067001766,2020-12-30,0,1,1,0.018839825252366826,0.2505,-99.0,0.017462583,0.032281,0.017551,0.030198000000000006,0.020682,-99.0,-99.0,,,64.9,,581.0,13.5,569.0,,,,,,0.0,M0,,0.67,125.0,android,男,341221.0,330723.0,4.0,1.0,6.0,android,10.0,2.0,10.0,1.0,20.0,88.0,15.0,0,0,1,0.0,1.0,2020-12,2.0,1train
160054887697,2020-05-14,0,1,1,,,,,,,,,,,,,54.6,1.0,411.0,8.9,524.0,0.0,1.0,35.8,0.0,1.0,0.0,Ma,1.0,0.92,446.0,android,男,522730.0,520000.0,,,6.0,android,17.0,0.0,30.0,1.0,20.0,414.0,10.0,1,0,0,0.0,1.0,2020-05,1.0,1train
160056355706,2020-06-20,0,1,1,,,,,,,,,,,,,88.84,,556.0,9.2,558.0,,,,,,0.0,M0,,0.77,582.0,android,男,412702.0,110100.0,2.0,1.0,4.0,android,8.0,0.0,10.0,1.0,20.0,463.0,24.0,0,0,1,0.0,1.0,2020-06,2.0,1train
160059794567,2020-08-22,0,1,1,,,,,,,,,,,,,91.32,,601.0,14.3,578.0,,,,,,0.0,M0,,0.52,155.0,android,男,321324.0,110100.0,4.0,0.0,0.0,android,0.0,0.0,5.0,1.0,10.0,82.0,14.0,0,0,1,0.0,1.0,2020-08,2.0,1train
160064077254,2020-11-06,0,1,1,0.0908988974854174,0.3174,-99.0,0.016351858,0.048885000000000005,0.033643,-99.0,-99.0,,,,,80.01,1.0,663.0,30.200000000000003,664.0,0.0,1.0,55.0,0.0,1.0,0.0,Ma,1.0,0.7,102.0,android,男,232321.0,230104.0,,,8.0,android,9.0,0.0,5.0,0.0,10.0,73.0,10.0,1,0,0,0.0,1.0,2020-11,1.0,1train
160064868401,2020-11-19,0,1,1,0.04633617135387578,0.3874,-99.0,0.028283896,0.048949,0.015338,0.072969,0.054958000000000014,,,,,93.34,1.0,600.0,6.7,675.0,0.0,1.0,14.9,0.0,1.0,0.0,Ma,2.0,0.85,127.0,android,男,522626.0,522626.0,,,4.0,android,7.0,2.0,5.0,0.0,20.0,111.0,8.0,1,0,0,0.0,1.0,2020-11,1.0,1train
160064918523,2020-11-20,0,1,1,0.011941841780658258,0.2131,-99.0,0.012622203,0.03089,0.014553,0.038875,0.009381,,,,,53.2,2.0,559.0,10.0,607.0,0.0,1.0,19.8,0.0,1.0,0.0,Ma,1.0,0.71,217.0,ios,男,142730.0,320509.0,2.0,1.0,7.0,iOS,7.0,0.0,20.0,1.0,20.0,154.0,13.0,1,0,0,1.0,1.0,2020-11,2.0,1train
160065014495,2020-11-21,0,1,1,0.08540977148831769,0.2366,-99.0,0.024705438,0.026221,0.014367,0.066995,0.019207,,,,,66.04,2.0,598.0,7.5,664.0,0.5673981191222572,3.0,25.0,0.0,1.0,0.0,Ma,1.0,0.73,121.0,android,男,460025.0,440306.0,,,6.0,android,10.0,0.0,30.0,0.0,10.0,93.0,7.0,1,0,0,0.0,1.0,2020-11,1.0,1train
160065026116,2020-11-21,0,1,1,0.0923364554867405,0.3348,-99.0,0.08779121,0.049567,0.04448,0.027146,0.021196,,,,,66.7,,449.0,18.5,562.0,,,,,,0.0,M0,,0.2,9.0,android,男,411381.0,330481.0,3.0,0.0,0.0,android,2.0,0.0,10.0,0.0,10.0,3.0,5.0,0,0,1,0.0,1.0,2020-11,2.0,1train
160007072969,2020-05-01,0,1,1,,,,,,,,,,,,,47.84,3.0,603.0,7.8,590.0,0.2417278305859702,3.0,258.0,0.0,1.0,0.0,Ma,1.0,0.1,236.0,android,男,413026.0,330105.0,,,1.0,android,1.0,0.0,10.0,1.0,10.0,24.0,18.0,1,0,0,0.0,1.0,2020-05,1.0,1train
160033417003,2020-12-05,0,1,1,0.059661145269842036,0.2891,-99.0,0.008079372,0.023804,0.014735,0.04152,0.005961999999999999,,,,,58.5,5.0,716.0,6.7,697.0,0.3446327683615819,5.0,119.0,1.0,1.0,0.0,Ma,1.0,0.82,175.0,android,男,410728.0,410700.0,2.0,0.0,3.0,android,4.0,0.0,15.0,0.0,10.0,153.0,4.0,1,0,0,0.0,1.0,2020-12,2.0,1train
160050552276,2020-01-08,0,1,1,,,,,,,,,,,,,88.32,,442.0,19.599999999999998,488.0,,,,,,0.0,M0,,0.65,45.0,ios,男,410527.0,410527.0,1.0,1.0,4.0,iOS,5.0,0.0,5.0,0.0,20.0,30.0,7.0,0,0,1,1.0,1.0,2020-01,2.0,1train
160055267424,2020-05-24,0,1,1,,,,,,,,,,,,,66.12,,562.0,10.7,628.0,,,,,,0.0,M0,,0.54,79.0,android,男,360429.0,330304.0,2.0,0.0,3.0,android,7.0,0.0,20.0,0.0,10.0,44.0,11.0,0,0,1,0.0,1.0,2020-05,1.0,1train
160055898867,2020-06-11,0,1,1,,,,,,,,,,,,,-1.0,,381.0,8.9,583.0,,,,,,0.0,M0,,0.85,140.0,android,女,130425.0,130425.0,1.0,1.0,2.0,android,5.0,0.0,5.0,1.0,10.0,126.0,6.0,0,0,1,0.0,0.0,2020-06,1.0,1train
160056731438,2020-06-28,0,1,1,,,,,,,,,,,,,74.17,2.0,644.0,7.6,575.0,,,,,1.0,0.0,Ma,1.0,0.9,126.0,ios,男,513902.0,510108.0,,,2.0,iOS,8.0,0.0,5.0,1.0,10.0,115.0,8.0,1,0,0,1.0,1.0,2020-06,1.0,1train
160057675575,2020-07-15,1,1,1,,,,,,,,,,,,,97.29,,561.0,7.4,637.0,,,,,,0.0,M0,,0.42,10.0,android,男,452101.0,441302.0,,,2.0,android,2.0,0.0,5.0,0.0,10.0,5.0,3.0,0,0,1,0.0,1.0,2020-07,2.0,1train
160058394620,2020-07-27,0,1,1,,,,,,,,,,,,,37.59,1.0,583.0,13.4,613.0,0.0,2.0,59.0,0.0,1.0,0.0,Ma,1.0,0.98,48.0,android,男,152632.0,150105.0,2.0,1.0,1.0,android,7.0,0.0,20.0,0.0,10.0,47.0,2.0,1,0,0,0.0,1.0,2020-07,1.0,1train
160058663707,2020-08-28,0,1,1,,,,,,,,,,,,,77.59,,723.0,9.2,626.0,,0.0,0.0,0.0,,0.0,Ma,1.0,0.81,79.0,android,男,441424.0,110100.0,,,1.0,android,1.0,1.0,10.0,0.0,10.0,67.0,9.0,1,0,0,0.0,1.0,2020-08,2.0,1train
160059088170,2020-08-09,0,1,1,,,,,,,,,,,,,38.43,41.0,717.0,2.9,713.0,0.7429180991413019,54.0,108.6,28.86,,3.0,Ma,2.0,1.0,2.0,ios,女,372927.0,370683.0,,,0.0,iOS,0.0,0.0,15.0,1.0,20.0,2.0,1.0,1,0,0,1.0,0.0,2020-08,1.0,1train
160059624956,2020-08-19,0,1,1,,,,,,,,,,,,,90.23,1.0,505.0,4.8,597.0,0.0,1.0,35.0,0.0,1.0,0.0,Ma,1.0,0.83,70.0,ios,男,522424.0,442000.0,,,3.0,iOS,9.0,0.0,10.0,1.0,10.0,58.0,7.0,1,0,0,1.0,1.0,2020-08,1.0,1train
160060688588,2020-09-08,0,1,1,,,,,,,,,,,,,67.09,5.0,649.0,6.8999999999999995,603.0,0.7510031490963786,5.0,169.9,0.0,1.0,0.0,Ma,1.0,0.71,60.0,android,女,440883.0,440306.0,1.0,0.0,3.0,android,3.0,0.0,5.0,0.0,20.0,44.0,6.0,1,0,0,0.0,0.0,2020-09,2.0,1train
160061128467,2020-11-26,0,1,1,0.016981559452319654,0.2549,-99.0,0.054509334000000007,0.027051,0.014403999999999997,0.095646,0.08036900000000001,,,,,92.23,1.0,465.0,11.2,546.0,0.0,1.0,632.0,0.0,1.0,0.0,Mb,1.0,0.92,115.0,ios,男,440811.0,440811.0,3.0,1.0,4.0,iOS,5.0,0.0,10.0,1.0,20.0,109.0,5.0,0,1,0,1.0,1.0,2020-11,2.0,1train
160062729822,2020-10-18,0,1,1,0.0877794387999035,0.3906,-99.0,0.02068261,0.043852,0.028637,,,,,,,67.73,,687.0,6.4,626.0,,,,,,,-99,,0.76,55.0,android,男,513722.0,511902.0,,,3.0,android,5.0,1.0,20.0,0.0,10.0,45.0,5.0,0,0,0,0.0,1.0,2020-10,2.0,1train
160063738276,2020-11-15,0,1,1,0.015655911451133812,0.2142,-99.0,0.03128244,0.049359,0.024179,-99.0,-99.0,,,,,60.64,29.0,622.0,4.4,584.0,1.8504513654348589,38.0,809.51,0.0,1.0,0.0,Ma,1.0,0.94,61.0,android,女,440881.0,440403.0,4.0,1.0,6.0,android,6.0,1.0,5.0,1.0,20.0,60.0,2.0,1,0,0,0.0,0.0,2020-11,1.0,1train
160065325253,2020-11-25,0,1,1,0.05567407333635181,0.2516,-99.0,0.009889693,0.04287,0.015346,0.03136,0.010041,,,,,71.6,14.0,703.0,7.4,730.0,1.9001315649180104,30.0,2299.0,0.0,1.0,0.0,Ma,2.0,0.25,31.0,android,男,320721.0,331002.0,4.0,0.0,5.0,android,5.0,2.0,20.0,0.0,10.0,8.0,6.0,1,0,0,0.0,1.0,2020-11,1.0,1train
160065444497,2020-11-26,0,1,1,0.08582565965797423,0.417,-99.0,0.07032562,0.068332,0.047409,0.113886,0.0851,,,,,61.99,,471.0,12.3,683.0,,,,,,0.0,M0,,0.31,12.0,android,男,450121.0,442000.0,,,1.0,android,2.0,0.0,10.0,0.0,20.0,4.0,3.0,0,0,1,0.0,1.0,2020-11,2.0,1train
160066775681,2020-12-15,0,1,1,0.013765486004062421,0.2165,-99.0,0.006168773000000001,0.022569,0.02369,0.015131,0.024317,,,,,45.14,4.0,625.0,3.4,672.0,0.15258450502398488,7.0,79.0,0.0,1.0,0.0,Ma,1.0,0.96,203.0,android,女,220181.0,220104.0,3.0,0.0,1.0,android,1.0,0.0,20.0,1.0,10.0,200.0,4.0,1,0,0,0.0,0.0,2020-12,2.0,1train
